userid,username,booktag
10994,yue小草莓,"['雷蒙德•卡佛', '小说', '美国文学', '美国', '雷蒙德·卡佛', '外国文学', '孙仲旭', '短篇','日本文学', '涩泽龙彦', '日本', '日本文學', '小说', '文学', '泉镜花文学奖', '短篇集','北京', '文化', '历史', '随笔', '生活', '好书，值得一读', '旅行', '温暖的书','左拉', '法国', '小说', '外国文学', '法国文学', '娜娜', '文学', '名著','Z']"
10995,Fridalulu,"['弗洛伊德', '心理学', '性学', '精神分析', '性', '哲学', '心理', '两性','王尔德', '外国文学', '英国文学', '经典', '小说', '英国', '文学名著', '外国小说','传记', 'DamonAlbarn', 'Blur', 'Damon', '英国', 'Britpop', '音乐', 'Biography','电影', '电影理论', '波德维尔', '艺术', '电影诗学', '大卫·波德维尔', '美国', '研究','历史', '黄仁宇', '万历十五年', '明朝', '中国历史', '明史', '大历史', '中国','电影', '电影史', '电影理论', '罗伯特·艾伦', '后浪', '道格拉斯·戈梅里', '电影学院', '文艺理论/批评','电影', '黑色电影', '电影研究', '电影理论', '美国', '电影馆', 'Film_Noir', '电影学','电影', '日本电影史', '日本', '电影史', '岩崎昶', '日本电影', '艺术', '绝版书','电影', '电影艺术', '电影理论', '大卫·波德维尔', '艺术', '电影分析', '美国', '电影书']"
10996,拾久,"['设计', '朱赢椿', '设计诗', '诗歌', '书籍设计', '平面设计', '创意', '中国','爱情', '唐欣恬', '生活', '很感人', '言情', '小言','藏书']"
10999,bingo,"['言情', '虐恋情深', '小说', '云檀', '江少陵', '我想读这本书', '江伽之家', '文学','英语']"
11000,Collector,"['辛夷坞', '蚀心者', '小说', '言情', '青春', '爱情', '现代都市', '新作','穿越', '潇湘冬儿', '言情', '小说', '暴君，我来自军情9处', '架空', '网络小说', '秦之炎','倾泠月', '且试天下', '言情', '小说', '武侠', '架空', '古代', '网络小说','辛夷坞', '应许之日', '小说', '爱情', '言情', '现代都市', '青春', '温暖']"
11001,Who am I💓,"['国际关系', '历史', '政治学', '国际关系史', '外交', '政治', '世界史', '欧洲史']"
11003,饼飘飘,"['科普', '数学', '科学', '数学文化', '我待数学如初恋', '宇宙', '美国', '好书！值得一读！','心理学', '九型人格', '人格分析', '心理', '海伦帕尔默之九型人格', '性格', '人格', '管理','柳宗悦', '日本', '民艺', '设计史', '设计', '日本美学', '工艺', '美学','中国古典文学', '中华传世名著经典丛书', '中国文学', '纪晓岚', '阅微草堂笔记', '经典', '古籍', '文学','健康', '营养均衡', '日本', '爱生活', '生活', '自我完善', '好书，值得一读', '我想读这本书','美学', '李泽厚', '哲学', '艺术', '中国', '生活·读书·新知三联书店', '美學', '经典']"
11004,琥珀amber,"['推理', '小说', '言情', '悬疑', '古言', '古代', '侧侧轻寒', '网络小说','历史', '传记', '伊莎贝拉女王', '人物传记', '西班牙', '西班牙史', '甲骨文丛书', '陆大鹏','推理', '小说', '古代', '言情', '悬疑', '古言', '侧侧轻寒', '好书，值得一读']"
11005,钤之哈哈,"['欧阳应霁', '香港', '美食', '饮食文化', '生活', '三联', '随笔', '饮食','社会学', '民族主义', '政治学', '经济学', '资本主义', '现代性', '历史', '经济史','我想读这本书', '好书，值得一读', '亲子', '日本文学', '想读，一定很精彩！', '很喜欢！希望有机会拜读！', '美食', '日本']"
11006,贪驩,"['高木直子', '绘本', '美食', '日本', '吃货宝典', '漫画', '高木直子忠实粉', '高木直子新书，值得一读','设计', 'logo', '平面设计', 'Design', '实用', '经验', '独立设计师', 'Airey','美食', '一人食', '生活', '治愈', '随笔', '饮食', '小资', '食物','三岛由纪夫', '日本文学', '日本', '小说', '陈德文', '文学', '金阁寺', '外国文学','小说', '文珍', '中国文学', '文学', '爱情', '中国', '日光之下，并无新事。', '老舍奖','村上春树', '随笔', '日本文学', '日本', '散文随笔', '散文', '村上春樹', '外国文学']"
11007,msmargaret,"['绘本', '法国', '莫迪亚诺', '小说', '法国文学', '外国文学', '小清新', '今年诺贝尔奖得主的书']"
11008,fenglsd6,"['鲁羊', '小说', '中国', '短篇小说', '文学', '魯羊', '现当代', '现代小说','约翰.勒卡雷', '英国', '小说', '间谍', '悬疑', '约翰·勒卡雷', '外国文学', '推理','小说', '英国', '扎迪·史密斯', '外国文学', '签名收藏家', '文学', '扎迪史密斯', '桔子奖','勒克莱齐奥', '法国', '小说', '法国文学', '外国文学', '诺贝尔文学奖', '勒·克莱齐奥', '文学','艺术', '设计', '庞薰琹', '藝術', '治棼.艺术考古与物质文化', '收藏', 'reference','老书', '康斯坦丁·亚历山德罗维奇·费定','DavidHockney', '艺术', '绘画', '英文', 'Art', '水彩画', '中国', '虫的繪本','传记', '纳博科夫', '俄罗斯', '外国文学', '人物传记', '弗拉基米尔·纳博科夫', '文学', '博伊德']"
11009,小小白,"['旅行', '日本', '东京', '创意', '文化', '设计', '旅游', '日本文化','韩松落', '音乐', '随笔', '音乐随笔', '老歌', '我想读这本书', '好书，值得一读', '民谣','艺术', 'Rothko', 'Art', '画册', 'Taschen', '美国', '大师', '2000s','人际关系', '职场', 'networking', '人脉', 'business', '商业', '人生', '生活','韩松落', '随笔', '散文', '电影', '生活', '中国', '爱情', '百味书屋','nan','Waley', 'Translation', '中国文学', 'Tripitaka', 'Sandy', 'Pigsy', 'Monkey', 'Fall2011']"
11010,还没想好叫啥名,"['茨威格', '小说', '奥地利', '外国文学', '爱情', '斯台芬·茨威格', '经典', '奥地利文学','建筑', '手绘', '钢笔画', '建筑速写', '绘画', '美术', '艺术', '夏克梁']"
11012,双,"['乔治·奥威尔', '反乌托邦', '小说', '外国文学', '英国', '政治', '英国文学', '文学','Voltaire', '法国', '文学', 'philosophy', '伏尔泰', '小说', '原版', '文','矢泽爱', '漫画', '天堂之吻', '日本漫画', '日本', '少女漫画', '爱情', '少女','矢泽爱', '漫画', '近所物语', '日本', '日本漫画', '少女漫画', '矢澤愛', '漫畫','中美电视剧比较研究', '文化研究', '电视剧', '中美电视剧', '电视', '影视', '社会科学', '论文','青山七惠', '日本文学', '日本', '小说', '离别之音', '文学', '外国文学', '2012','伏尔泰', '法国', '小说', '外国文学', 'Voltaire', '法国文学', '讽刺小说', '虚构']"
11013,Y。,"['心理学', 'MBTI', '性格类型理论', '心理', '请理解我', '职业规划', '心理学经典', '思维','恐怖小说', '恐怖', '灵异', '无限流', '网络小说', '斗智', '悬疑', '小说','艾未未', '艺术', '当代艺术', '建筑', '摄影', '中国', '美学', '认识自己','熊培云', '社会', '杂文', '随笔', '自由在高处', '自由&民主', '人文（文化+社科+教育）', '社会学','写作', '传媒', '新闻', '新闻写作', '《华尔街日报》是如何讲故事的', '华尔街日报', '新闻学', '传播','香水', '调香师', '生活', '设计', '让-克劳德·艾列纳', '爱马仕', '时尚', 'JCE','历史', '拜占庭', '中世纪', '欧洲', '世界史', '历史学', '外国文学', '英国']"
11014,王菁,"['审计', '会计', 'CPA', '财务', '财务会计', '学习', '经济', '工作']"
11016,刘传,"['极简主义', '生活', '极简主义，生活', '个人管理', '断舍离', '生活美学', '我想读这本书', '好书，值得一读','治愈', '北欧文学', '小说', '瑞典', '怪老头', '好书，值得一读', '外国文学', '弗雷德里克·巴克曼','埃尔温·薛定谔', '科普', '生物学', '哲学', '科学', '物理学', '生物', '科学哲学']"
11017,樱花屋,"['打工旅行', '新西兰', '旅行', 'NZ', '旅行度假', '旅遊', '工具書', '2015年一季度清单']"
11018,Rivermorly.,"['苏先生', '小说', '文学', '随笔', '最会写故事的人', '随和的写作者', '性情中人', '麻布衣服的男子']"
11019,booktownred,"['挣扎', 'Ireland', '英文', '文学', '小说', 'fiction', '适合安静阅读', '英文原著','nan']"
11020,卡拉瓦乔,"['钱钟书', '小说', '围城', '中国文学', '经典', '婚姻', '文学', '钱锺书','摄影', '摄影画册', 'Unseen', 'The', 'Eye', '艺术', '浦东图书馆', '按下快門','fashion', '艺术', '时尚', '服装', '美术', '林剑', '时装', '摄影','美食', '食谱', '烹饪', '厨艺', '生活', '食物', '西班牙', '料理','杜尚', '艺术', '传记', '法国', '杜尚访谈录', '访谈', '谈话录', '生活态度']"
11021,tachion,"['胡适', '思考', '最适合青年学生阅读的胡适读本', '成长', '文学', '人生', '胡适之的书，不可不读啊', '经典','历史', '宋史', '文化', '宋', '宋史研究', '文化研究', '中国', 'epub','经济', '经济学', '地图', '科普', '日本', '地理', '后浪', '金融','投资', '金融', '格雷厄姆', '证券', 'Investment', '经典', 'Graham', '英文原版','历史', '张宏杰', '明朝', '明史', '中国历史', '历史随笔', '通俗历史', '中国','金融', '华尔街', '并购', '商业', '投资', 'investment', '英文原版', '经济','胡适', '日记', '传记', '留学日记', '胡适日记', '成长', '历史', '留学']"
11022,Ellenphant,"['两性', '心理学', '银座妈妈桑教的', '男人就愛吃這套', '女性', '日本', '女性研究', '爱情','女孩', '成长', '比熊贼贼', '姑娘的故事', '生活', '女性', '小说', '经历','日本', '知日', '礼仪', '文化', '知日o向日本人学礼仪', '日本文化', '杂志', '旅行','nan','电影', '导演', '电影理论', '艺术', '戏剧', '艺术-电影', '文化', '舞台剧','安东尼', '治愈', '随笔', '绘本', '第二波温暖', '散文', '温暖', 'echo']"
11023,耶路撒冷,"['茨威格', '历史', '宗教', '异端的权利', '思想', '传记', '奥地利', '外国文学','狗狗', '宠物', '狗的心理', '狗狗心事', '动物', '狗', '生活', '学习','心理学', '淡定的力量', '灵修', '心灵', '自我完善', '心理', '励志', '灵·修','美食', '便当', '菜谱', '生活', '食谱', '吴绣绣', '烹饪', '生活·卫生·家务','胡雪岩', '人物传记', '商业', '高阳', '真实历史背景小说', '商业小说', '中国文学', '历史','与神对话', '灵修', '哲学', '尼尔·唐纳德·沃尔什', '心灵', '灵性', '宗教', '心理学','菜根谭', '哲学', '生活智慧', '古典文学', '国学', '中国哲学', '洪应明', '思考','爱情不设限', '力克•胡哲', '励志', '爱情', '我想读这本书', '好书，值得一读', '治愈', '外国文学']"
11024,跑,"['是枝裕和', '日本', '随笔', '日本文学', '电影', '散文随笔', '2016', '散文']"
11025,白毛浮绿水,"['三毛', '散文', '随笔', '雨季不再来', '台湾', '回忆', '中国文学', '散文随笔杂文','龙一', '小说', '悬疑', '中国', '推理', '短篇集', '盛唐', '暗探','穆里尼奥', '传记', '足球', '魔力鸟！！！', '励志', '人物传记', '葡萄牙', '神，老大','伊坂幸太郎', '日本', '推理', '小说', '日本文学', '日系推理', '推理小说', '悬疑']"
11026,猪头不卖,"['托妮·莫里森', '小说', '美国', '爵士乐', '外国文学', '美国文学', 'JAZZ', '莫里森','科幻', '威廉·吉布森', '赛博朋克', '小说', '短篇', '美国', '外国文学', '科幻小说','托马斯·品钦', '小说', '美国', '万有引力之虹', '外国文学', '黑色幽默', '文学', '美国小说','詹姆斯·乔伊斯', '爱尔兰', '小说', '短篇小说', '乔伊斯', '爱尔兰文学', '外国文学', '文学','设计', '包装', '纸盒包装设计指南', '手工', '实用', '包装设计', '设计。', '有意思','漫画', '富坚义博', '日本', '日本漫画', '冨樫義博', 'HUNTER×HUNTER', '少年漫画', '少年向','宮藤官九郎', '日本', '日本文学', '小说', '宫藤官九郎', '自传', '文化', '小說']"
11027,佩休,"['投资', '股票', '金融', '价值投资', '长线', '西格尔', '投资理财', '金融市场','情绪', '个人管理', '心理学', '心理', '成长', '自我管理', '励志', '情绪管理','励志', '谁动了我的奶酪', '心理', '成长(励志)', '管理', '智慧', '变化', '心理学','刘若英', '随笔', '我敢在你怀里孤独', '随笔／专栏／散文／杂文', '成长', '台湾', '我想读这本书', '散文','励志', '安东尼罗宾斯', '成功学，励志，唤醒心中的巨人', '唤醒心中的巨人', '自我完善', '成功学', '心理学', '管理','日本文学', '日本小说', '沼田真帆香留', '日本', '推理，揪心，美好，', '推理', '悬疑', '推理小说']"
11028,Rafaid,"['微生物', '教材', '生物', '生物学', '大学专业课', 'Microbiology', '微生物学教程(第2版)', '专业','生物化学', '生物', '教材', '生物学', 'biochemistry', '教科书', '生命科学', '大学教材','投资', '价值投资', '巴菲特', '理财', '金融', '股票', '投资理财', '竞争优势','网球', '莎拉波娃', '自传', 'Biography', 'Sports', '杂七杂八', '体育', '传记','投资', '股票', '金融', '价值投资', '证券', '理财', '投资理财', '经济','统计学', '数学', '统计', '科普', '统计学的世界（第五版）', 'statistics', '经济学', '经济','投资', '财务', '财务分析', '股票', '财报', '金融', '理财', '经济','生物', '陈阅增', '生物学', '普通生物学', '教材', '自然科学', '生命科学', '基础','食品营养学', '食品营养', '食品', '营养学','生物化学', '生物', '教材', '生物学', 'biochemistry', '生命科学', '教科书', '自然科学']"
11029,Mandy的橙子,"['龚鹏程', '文学', '文学研究', '文学、文化', '学术', '文学理论', '文學', '龔雲起']"
11030,庄庄,"['摩西奶奶', '用自己喜欢的方式过一生', '绘本', '人生哲学', '励志', '做你喜欢的事', '成长', '生活','治愈', '成长', '思考', '治愈系', '想读', '好书，值得一读', '遇见未知的自己', '女性','历史', '苏联', '知识分子', '金雁', '俄罗斯', '苏俄', '社会史', '索尔仁尼琴与高尔基']"
11032,Luna Rabbit_,"['敦煌', '文化', '艺术', '历史', '纪实', '石窟', '中国', '*桂林·广西师范大学出版社*','历史', '纪实', '宫女谈往录', '清朝', '口述', '清史', '慈禧', '传记','苏菲·卡尔', '摄影', '艺术', '法国', '痛', '楚尘文化', '文学', '小说','宋慈', '法医', '古籍', '法医学', '医学', '科普', '中国', '洗冤集录译注','马伯庸', '小说', '三国', '间谍', '历史', '祥瑞御免', '推理', '中国','冯唐', '小说', '中国', '文学', '天下卵', '中国文学', '贝总的书架', '中国小说','Priest', '耽美', '家国天下', '蒸汽朋克', '小说', '架空', '经典', '古言','文化史', '动物', '文化', '塞拉菲尼', '有趣', '涨知识', '意大利', '未读']"
11033,月野🐰酱,"['我是熊本熊的上司', '日本', '营销', '日本熊本熊的前生今世', '社会化营销', '心理学', '商業', '商业']"
11034,霓霓,"['育儿', '华人育儿百科', '教育', '科普', '健康', '生活', '心理学', '成长','时尚', '黎坚惠', '香港', 'fashion', '时装时刻1987-2007', '文化', '艺术', '随笔','每个姑娘都单纯', '小说', '阿巳', '爱情', '经典现实小说', '北京', '青春躁动', '中国','自然笔记', '自然', '科普', '绘本', '自然笔记、手绘、大自然的艺术', '植物', '中国国家地理图书', '亲亲大自然','翻译', '英语', '高翻', '叶子南', '英语翻译', '工具书', '考研', '语言','专注力', '思维', '个人管理', '时间管理', '自我管理', '心理学', '学习方法', '心理','张小娴', '面包树上的女人', '爱情', '小说', '香港', '言情', '现代小说', '中国文学']"
11035,USRE,"['手工', '缝纫的技巧', '缝纫', '缝纫机', '手作', '缝纫超活用技巧宝典', '刺绣布艺毛线折纸剪纸', '生活']"
11036,青少纳言,"['美食', '三联', '饮食', '随笔', '吃', '美国', '饮食文化', '食物','美食', '生活', '日本', '厨房', '饮食', '平松洋子', '我想读这本书', '食谱','爱情', '中国文学','美食', '殳俏', '饮食', '吃货', '我想读这本书', '闲适生活', '文化', '随笔','英文原版', 'markhamlibrary', 'english','美食', '车前子', '随笔', '散文随笔', '苏州风物', '文学', '我想读这本书', '*北京大学出版社*','绘本', '成长', '寂寞', '关怀', 'bully','林文月', '饮食文化', '美食', '饮食', '散文', '随笔', '文化', '飲膳札記']"
11037,Lumos,"['红楼梦', '蒋勋', '中国文学', '文学评述', '文学', '文化', '古典文学', '读书','表演', '艺术', '演员的自我修养', '电影', '体验', '电影理论', '斯坦尼斯拉夫斯基', '演员','安藤忠雄', '建筑', '日本', '设计', '随笔', '都市彷徨', '设计哲学', '建筑设计']"
11038,厌世壳,"['横山キムチ', '漫画', '日本', '神经病！', '猫', '脫力系', '日本漫画', '猫咪','漫画', '日本', '比嘉Aloha', '绘本', '熊猫', '北极熊', '日本漫画', '北极熊，漫画','写真', '苍井优', '蒼井優', '日本', '摄影', '写真集', '寫真', '攝影','植物', '绘本', '图鉴', '手绘', '图谱', '自然', '生物学', '奥托']"
11039,9,"['加缪', '存在主义', '小说', '法国', '局外人', '外国文学', '法国文学', '诺贝尔文学奖','nan','生活方式', '极简', '日本', '生活', '自我管理', '整理术', '好书，值得一读', '暖心之作','汪曾祺', '散文', '随笔', '戏剧', '戏曲', '散文随笔', '生活', '最好的人生']"
11040,清欢,"['西蒙波娃', '愛情', '女性', '越洋情书', '西蒙娜・德・波伏娃', 'SimoneBeauvoir', '法國文學', '西洋文學','nan','生物', '基因', 'biology','nan','statistical', 'data', 'methods', 'analysis', 'Pre-master', '英文原版', '工具书', 'to','科研', 'PHD', '学习', '人生', 'academic', '科学', 'Research', '教育']"
11041,乔木,"['纪晓岚', '志怪', '文学', '小说', '睡前读物系列', '古典需慢读', '中国传统', '中华书局','张大春', '写作', '随笔', '理想国', '文学', '台湾', '散文随笔', '散文','佛学', '禅', '宗教', '心灵读物', '佛教', '游记', '愿力的奇迹', '静心读本','社会学', '历史', '成瘾药物', '科普', '人文', '社会', '文化', '心理学','批判性思维', '思维', '方法论', '思考', '逻辑', '心理', '认知科学', '认知','茅山后裔', '小说', '道教', '盗墓', '灵异', '大力金刚掌', '奇幻', '网络小说','中国文学', '杂文', '文学', '幽默', '古耜']"
11042,格不拉酥,"['科幻', '星云奖', '小说', '美国', '杰夫·范德米尔', '科幻小说', '奇幻', '我想读这本书','悬疑', '小说', '弗雷德里克·福赛斯', '弗·福赛斯', '政治惊悚', '间谍', '英国', '欧美推理','旅行', '游记', '在路上', '寻找自我', '生活', '小说', '文学', '中国文学']"
11043,一个大写的L,"['郁达夫', '中国文学', '小说', '中国', '短篇小说', '散文', '文学', '中国近当代文学','文学', '散文', '我想读这本书', '散文集', '想读，一定很精彩！', '想读', '很值得推荐的一本书', '中国文学','日本', '浦睿文化', '做东西', '三谷龙二', '手艺', '好书，值得一读', '手工艺', '手工匠','历史', '物质文化', '孙机', '文化', '考古', '文化史', '中国', '学术','心理学', '精神分析', '文化', '海外中国研究', '心理治疗', '本土化', '中国', '2015','谷崎润一郎', '日本文学', '日本', '东方美学', '文化', '我想读这本书', '外国文学', '悦经典']"
11045,Invisibilia,"['童话','赫拉巴尔', '捷克文学', '捷克', '外国文学', '小说', '文学', '2017', 'Hrabal','人类学', '外文','海外中国研究', '中国研究', '哈佛', '中国经济', '中国政治','经济史', '繁体', '收录目标', '宗教社会学', '台湾', 'Economics', '**台·M貓頭鷹*']"
11046,,"['抑郁症', '心理学', '抑郁症的内观认知疗法', '心理治疗', '心理', '抑郁', '心理咨询', '内观','绘本', '抑郁症', '心理学', '我的抑郁症', '伊丽莎白·斯瓦多', '心理', '美国', '王安忆']"
11047,大宝同学,"['钱理群', '知识分子', '历史', '我想读这本书', '现代文学', '随笔', '好书，值得一读', '东方出版中心','钱理群', '传记', '自传', '文学', '知识分子', '人文', '河南文艺出版社', '中国文学','杨时旸', '成长', '总在思考的人生', '独立人格', '励志', '我想读这本书', '散文', '老杨的文字很值得推荐','芬兰', '旅行', '国家地理', '旅游', 'Geography', '社会', '游记', '武大图书馆','钱理群', '历史', '知识分子', '文学史', '近代史', '文化', '中国', '文学','冰与火之歌', '奇幻', '乔治·马丁', '小说', '史诗', '美国', '西方奇幻', '魔幻','哲学', '中国哲学', '冯友兰', '思想', '文化', '大师作品', '中国', '历史']"
11051,卖鸡翅的粉条店,"['绘本', '漫画', 'Tango', '睡前故事', '有想法', '创意', '绘画', '中国','严歌苓', '芳华', '小说', '那个年代', '中国现当代文学', '文学', '文工团', '中国','严歌苓', '小说', '爱情', '中国文学', '人性', '历史', '中国现当代文学', '中国','安东尼', '陪安东尼度过漫长岁月', '绘本', '随笔', '生活', '青春', '随意', '亲爱的英伦风少年']"
11052,李狗蛋,"['林夕', '随笔', '香港', '天空就算再深，看不看得穿那密云', '散文', '就算天空再深', '天空就算再深', '散文随笔','时尚', '女性', 'Fashion', '生活', 'NinaGarcia', '美国', 'ELLE', 'Fasion.','陶杰', '随笔', '杀鹌鹑的少女', '香港', '散文', '杂文', '香港文学', '文学','历史', '马伯庸', '明朝', '中国历史', '朝鲜', '祥瑞御免', '中国', '汗青']"
11054,胡小卉,"['武则天', '历史', '历史小说', '我想读这本书', '女性', '传记', '王晓磊', '想读，一定很精彩！','职场', '听央企中人讲述一个常人不知道的央企', '小说', '自我认识', '给理想一点时间', '职场小说', '政治哲学', '成长']"
11055,乔鲁克,"['推理', '京極夏彥', '日本', '京极夏彥', '妖怪推理', '京极夏彦', '小说', '日本文学','张佳玮', '随笔', '文学', '散文', '艺术', '散文随笔', '中国', '讀累小說換點別的']"
11056,Gingerbread,"['经济', '经济学', '金融', '社会', '经济管理', '社會', '资本主义', '（港台版）','刘若英', '随笔', '下楼谈恋爱', '奶茶', '台湾', '散文', '爱情', '台灣']"
11058,晒太阳的鱼,"['百年孤独', '加西亚·马尔克斯', '魔幻现实主义', '外国文学', '小说', '经典', '名著', '文学','阿布拉莫维奇', '行为艺术', '传记', '艺术', '行为艺术\u3000乌雷', '行为艺术\u3000乌雷', '好书要读!', '外国文学','社会学', '美国', '历史', '生命历程', '社会', '生命历程社会学', '社会史', '文化史','吴念真', '台湾', '散文', '随笔', '台湾文学', '文学', '吳念真', '港台文学','电影原著', '小说', '外国文学', '比利林恩', '美国', '原著小说', '李安', '文学','治愈系', '摆渡人', '小说', '心灵成长', '外国文学', '爱情', '好书，值得一读', '心灵']"
11059,菲菲,"['职场', '舒仪', '格子间女人', '小说', '职场小说', '爱情', '言情', '令我像花一样盛开','山本耀司', '艺术', 'Lens', '设计', '日本', '杂志', '文化', '目客','村上春树', '日本', '日本文学', '村上春樹', '自传性作品', '传记', '自传', '随笔','书法', '蔣勳', '蒋勋', '魏晉南北朝', '手贴', '艺术史', '艺术', '台灣','是枝裕和', '日本文学', '日本', '小说', '文学', '好书，值得一读', '是枝裕和长篇小说', '故事','地理', '城市', '社会学', '地理学', '空间研究', '美国', '乔尔·科特金', '经济','聲の形', '漫画', '日本漫画', '日漫', '日本', '校园', '感动', '大今良時','全球化', '经济', '供应链，全球化，一带一路', '战略', '社会学', '未来', '政治', '社科','我想读这本书', '日本', '新海诚', '新海誠', '小说', '日本文学', '感动', '轻小说']"
11060,除你左籍,"['尼尔·盖曼', '奇幻', '小说', '特里·普拉切特', '英国', '科幻', '外国文学', 'NeilGaiman','英语', '词汇', '工具书', '英语学习', 'Marriam-Webster', '词根', 'Merriam-Webster', 'English','英国', '小说', '历史', '菲利帕·帕克高利', '另一个波琳家的女孩', '外国文学', '英国文学', '历史小说','斯蒂芬·金', '悬疑', '小说', '美国', '恐怖', '惊悚', '外国文学', '史蒂芬·金','斯蒂芬·金', '小说', '美国', '恐怖', '美国文学', '短篇小说集', '短篇集', '外国文学','斯蒂芬·金', '小说', '美国', '恐怖', '外国文学', '斯蒂芬金', '美国文学', '悬疑-灵异','佛教', '宗教', '文化史', '海外中国研究', '历史', '艺术', '文化', '佛教史','漫画', '国漫', 'RC', '中国', '绘本', '好玩', '国产漫画', '才不是小人书','斯蒂芬·金', '悬疑', '小说', '美国', '杜马岛', '外国文学', '文学', '畅销小说','贵志佑介', '日本', '悬疑', '恐怖', '推理', '贵志祐介', '小说', '日本文学']"
11061,煤球球,"['京极夏彦', '日本', '日本文学', '推理', '巷说百物语系列', '小说', '日本推理', '京極夏彥','书', '爱情', '图书馆', '【可信/不可信】', '*成都·四川人民出版社*','文學', '小說', '设计', '英國', '英国', '【可信/不可信】', '**台·L臉譜*']"
11062,月光如墨,"['林徽因', '文学', '中国文学', '女性作家', '传记', '女性', '记载我的豆蔻年华', '爱情','郭敬明', '悲伤逆流成河', '小说', '青春', '成长', '小四', '青春文艺', '80后','韩寒', '小说', '三重门', '青春', '80后', '中国文学', '中国', '文学','传记', '海德格尔', '汉娜·阿伦特', '哲学', '阿伦特', '人物', '传记/回忆录/日记', '历史','三国演义', '古典文学', '小说', '罗贯中', '古典名著', '中国', '名著', '历史']"
11063,大珊子,"['傲慢与偏见', '奥斯丁', '外国文学', '爱情', '经典', '小说', '英国', '外国名著']"
11064,未设置,"['政治', '美国', '政治学', '管理', '职场', '战略', '克里斯·马修斯', '美国政治','命理', '三命通会', '术数', '周易', '玄学', '易学', '八字', '哲学','历史', '日本汉学', '西嶋定生', '秦汉史', '海外中国研究', '秦汉史学', '汉学', '日本','好书，值得一读', '文学', '民国文人的温度', '我想读这本书', '情感', '想读，一定很精彩！', '温暖含蓄', '非常喜欢，精致，值得收藏','金融', '历史', '金融史', '经济', '中国', '经济学', '陈雨露', '社会','自我提升', '副业', '职场', '自我管理', '创业', '学习技能', '成长', '管理']"
11065,shangduan,"['毒舌奶奶cc', '你若不勇敢，谁替你坚强', '励志', '女汉子', '成长', '毒舌奶奶', '女性', '豆瓣红人','健康', '饮食', '心理', '自我疗法', '心理学', '减肥', '认知行为疗法', '瘦身','艺术', '绘画', '思维', '像艺术家一样思考', '美术', '设计', '自我學習', '思考','女性', '一辈子做女孩', '成长', '美食、祈祷和恋爱', '灵修', '外国文学', '伊丽莎白', '爱情','励志', '勇敢', '不要和鲨鱼接吻', '好书，值得一读', '美国', '小清新', '重口味', '美女','英语', '英语学习', '学习方法', '杜子华', '学习', '方法论', '成功学', 'English','绘画', '只要有图就理解']"
11066,柚子味的小甜甜,"['物联网', '新经济', '商业', '我想读这本书', '中信前沿经济', 'IT', '好书，值得一读', '真心想读','电影', '剧本写作', '罗伯特·麦基', '编剧', '故事:材质、结构、风格和银幕剧作的原理', '电影理论', '写作', '剧本','高尔泰', '回忆录', '散文', '随笔', '历史', '中国', '人生', '传记','斯蒂芬·金', '惊悚', '小说', '美国', '美国文学', '外国文学', '***悬疑-灵异', '外国','红楼梦', '古典文学', '曹雪芹', '小说', '经典', '中国文学', '名著', '中国','无政府主义', '历史', '政治', '中国历史', '中国近代史', '海外中国研究', '政治学', '中国研究','茅海建', '历史', '近代史', '戊戌变法', '中国近代史', '晚清', '中国历史', '晚清史','卡夫卡', '小说', '外国文学', '奥地利', '企鹅经典', '表现主义', '文学', '德语文学']"
11067,南山小姐,"['乔治·奥威尔', '政治', '小说', '外国文学', '英国', '讽刺', '英国文学', '革命','科普', '土摩托', '袁越', '三联', '生命八卦', '科学', '文化', '三联生活周刊']"
11068,evenkey,"['冥想', '瑜伽', '健康', '修行', '我想读这本书', '想读', '好书，值得一读', '提高自己的心气修养。相当不错','心理学', '性格', '内向者优势', '心理', '成长', '个人管理', '内向', '励志']"
11070,Kusum,"['育儿', '游戏', '育儿/健康', '2017']"
11071,安静地喝饮料,"['心理学', '社会心理学', '群体心理学', '乌合之众', '社会学', '大众心理', '心理', '社会']"
11072,呆若潘潘,"['木心', '散文', '随笔', '哥伦比亚的倒影', '文学', '中国文学', '中国', '文化','海外中国研究', '文学研究', '文学', '十九世纪', '中国文学', '2015', '美人', '古典文学','言论自由', '美国宪法', '法律', '美国', '第一修正案', '法学', '历史', '宪政','历史', '中国近代史', '徐中约', '近代史', '中国', '中国历史', '中國近代史', '中國歷史','管理', '团队管理', '管理学', '职场', '日本', '管理---团队管理', '團隊管理', '自我管理']"
11073,cinderella过,"['林达', '旅行', '法国', '文化', '历史', '随笔', '巴黎', '游记','阿加莎·克里斯蒂', '推理', '英国', '小说', '悬疑推理', '无人生还', '侦探推理', '外国文学','魔戒', '魔幻', '托尔金', '小说', '奇幻', '英国', '外国文学', '经典']"
